,transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score
5046,345,540,105.42062366764506,QR,Travel,TR,12,0.1152965056701342,0.0484860591392946
9108,1934,72,47.23068893291331,POS,Food,US,15,0.2800699052833223,0.092350535987098
7863,2160,798,73.85737064818565,QR,Food,DE,8,0.1681881674429896,0.1341284003763367
8130,4712,337,69.15337648529405,POS,Clothing,US,19,0.1291182164857411,0.2334725010239451
9487,7099,705,85.54760619694237,POS,Clothing,DE,15,0.0866730801715614,0.1339489041546438
8241,8863,88,173.24330532524084,POS,Travel,FR,23,0.0549055047476323,0.0870317978552989
9766,110,230,112.68533597459066,Online,Clothing,UK,21,0.0137316847441866,0.0928268822064131
9857,1562,413,56.18031282626206,ATM,Food,UK,12,0.0558478782661889,0.1898879008685353
5943,6114,92,151.34127977935282,QR,Food,TR,23,0.2730234068347108,0.1289408363207322
852,5314,855,137.90724446053386,POS,Grocery,DE,11,0.2619503408296469,0.2252406120001153
738,5411,760,119.19117819156348,POS,Electronics,UK,17,0.0004664744130651,0.1064187285645366
2146,5509,276,75.06542875951524,QR,Food,FR,17,0.0439396026956606,0.2801086734151611
3113,7338,458,104.6510644110716,QR,Clothing,UK,6,0.2964526934631442,0.2232460707954956
9640,3714,91,52.098904615735606,Online,Clothing,DE,18,0.2732094859804275,0.1476043372215965
4354,1259,529,138.47825718905037,ATM,Travel,TR,23,0.2157850704209271,0.0500242790726056
2361,7838,842,19.094041480323117,ATM,Clothing,DE,21,0.1177365679763849,0.1908447584443476
8584,3161,399,107.46526206127209,Online,Food,UK,18,0.0615071336671749,0.0112453612290585
6091,1315,60,3.4188011411562518,ATM,Food,TR,8,0.0503918931176462,0.2944645574227986
1656,2807,98,72.85662026237314,Online,Clothing,DE,13,0.0864264262347983,0.2475487144662053
7452,671,40,53.91734401108688,POS,Grocery,UK,18,0.1914138185092336,0.0264138197218276
8517,6575,644,120.30357909800254,POS,Food,FR,19,0.0283426731773058,0.2407398039297063
3730,1090,351,40.39868290084072,ATM,Grocery,TR,14,0.2432588789210425,0.1986467541411326
7378,5551,282,109.01313969507558,ATM,Clothing,DE,21,0.2238742857142914,0.0645934544145443
8893,9426,557,41.165628922247336,POS,Clothing,US,17,0.1776099399303081,0.2144014346259991
2334,6975,523,1.0,Online,Travel,DE,18,0.2050749901348033,0.2994356911079221
4765,9991,632,10.0,POS,Food,FR,3,0.9314011110708432,0.8386559731838623
1951,6180,535,169.36251279833914,ATM,Travel,US,14,0.2879351056660507,0.0984168337065864
231,9575,622,1110.128547115012,ATM,Electronics,US,4,0.9758575876519088,0.8340836750038032
9891,4314,447,101.25570420130056,Online,Travel,FR,13,0.2867034182020097,0.1059970989117592
1725,6483,382,98.1210204275538,Online,Grocery,FR,19,0.2067388553451917,0.1491795182325067
2118,6619,841,101.52118400212385,QR,Electronics,US,18,0.2305525327908296,0.2638227541550148
3503,8405,541,110.17623776074356,POS,Electronics,DE,7,0.1745389033648157,0.19974747117257
8192,522,720,114.9766251521606,POS,Electronics,UK,22,0.2377298793476729,8.340773251656052e-05
5367,9398,87,141.04887809124585,ATM,Food,FR,21,0.0383067827148956,0.2229688532673233
3921,9236,898,34.669598667343266,POS,Clothing,TR,15,0.058476664322659,0.1066740322963273
798,7802,791,101.24102773124002,ATM,Food,TR,21,0.0808377773311502,0.1270142919135595
3727,7921,900,52.51806274546216,Online,Electronics,DE,15,0.206966602564797,0.0559888878838593
8670,8770,578,152.6509604969972,Online,Clothing,UK,18,0.2951912698719274,0.1839492863568196
507,9252,164,137.71569843932787,POS,Food,UK,11,0.0861108578897207,0.0338510764141098
5822,5310,784,62.373894270907726,POS,Grocery,US,20,0.1948945897556175,0.1639049805266582
9123,7677,975,49.60767254664287,POS,Electronics,DE,18,0.2998287546329081,0.2228995323436985
7415,5582,306,118.4649757018854,Online,Clothing,TR,17,0.032878550592372,0.0433923248366775
2389,1251,679,84.82581850716304,POS,Travel,US,12,0.0059192697975608,0.2096322645949579
962,3064,297,183.85295876485563,Online,Electronics,UK,17,0.0750449105336892,0.269459844146767
3017,4159,111,26.476465314784846,POS,Grocery,TR,14,0.0326608640086622,0.2405267058375657
9851,6088,787,119.0675790577458,Online,Food,DE,17,0.0231360562969617,0.0282306429642313
6229,9950,405,10.0,ATM,Travel,FR,20,0.7371067773411442,0.7694689596328314
6032,2723,607,100.3010567908346,POS,Travel,TR,16,0.013773549614964,0.0417672801926224
5323,6190,748,111.97738604346158,POS,Food,US,14,0.0157610942844007,0.2674405789680436
4198,9720,601,2587.7329487355246,ATM,Grocery,NG,7,0.8437900612575847,0.8871461470482939
1666,7727,913,157.89234257297872,ATM,Food,FR,16,0.1180232183060189,0.0194561301498225
1101,306,437,123.1131232227102,QR,Grocery,US,23,0.1825140598651571,0.0479006788290556
4698,3802,126,1.0,POS,Grocery,UK,17,0.1953726251322659,0.2996688210351743
285,5491,693,55.62922911515837,Online,Electronics,US,19,0.2348742767938707,0.1615612500603848
6554,5562,372,98.9986401578238,POS,Travel,US,10,0.2309962189549985,0.052717504453317
9015,3912,883,17.839946007170695,ATM,Electronics,DE,8,0.2586662130730244,0.0402635525587459
1708,6747,760,146.68810376249596,POS,Travel,US,13,0.012777006115876,0.128841930531656
604,1222,775,143.52245848706536,POS,Travel,TR,13,0.2995741866313074,0.2095965175664242
5591,4187,552,106.88719470015688,POS,Food,TR,19,0.1716530591961478,0.0868782691988236
4542,5415,506,101.85990984681338,POS,Clothing,UK,15,0.1977410177076674,0.287408986052972
8698,2702,170,86.51301377124538,POS,Food,FR,14,0.2674172690926274,0.027400473635172
727,7851,613,111.5299009446955,ATM,Clothing,FR,14,0.0264510440051241,0.185500024055504
3319,3251,962,51.63594448526882,Online,Clothing,TR,22,0.1162797843560175,0.053450520629538
871,156,465,100.12511501585614,QR,Food,TR,8,0.2081599233101644,0.0606426308247078
3537,1923,44,135.60949592516383,QR,Food,UK,18,0.153456660836595,0.2950579808925502
667,9974,456,665.4398634142507,POS,Electronics,NG,4,0.7443136066345325,0.922452777974456
9598,7587,602,120.71007997150284,QR,Travel,US,21,0.024791315208013,0.0973263445683626
3421,7660,755,56.149941863404464,QR,Grocery,DE,13,0.0588046330520412,0.0191338463229059
4309,2247,478,107.49031534705426,POS,Food,TR,16,0.1195384455774694,0.2684511404141051
2877,1547,831,99.13633809759136,POS,Grocery,DE,11,0.0521440113277011,0.1280385674164055
7595,2772,790,90.2398606585416,QR,Clothing,TR,8,0.1144633247795719,0.2872194328850004
6594,9719,941,1209.9022437774906,Online,Grocery,TR,4,0.8158398589579102,0.8839388435609989
8405,8509,425,72.52311007110254,ATM,Clothing,FR,10,0.0334437772663364,0.2986675952258648
2950,5937,858,157.27334932796705,Online,Electronics,FR,21,0.2008448519655496,0.2951499227178957
9263,415,156,44.06169185930767,ATM,Electronics,FR,15,0.0980972403776374,0.0536546103257273
4066,6373,573,77.0589463662448,Online,Grocery,US,18,0.0920917291544756,0.2724943819147191
828,8060,183,62.83818166109528,Online,Electronics,UK,17,0.2603628067596211,0.1900168880649239
9391,8069,385,158.42982963977445,POS,Travel,FR,21,0.1648578214145255,0.2537078577962793
2087,3850,812,16.28864254540153,QR,Food,DE,8,0.1053892135587972,0.146612559197217
5687,9585,696,4868.922461412077,ATM,Travel,FR,6,0.7439068599995317,0.954355680711138
7472,6277,591,2.2573960434427534,ATM,Food,TR,10,0.2819098229558649,0.1358689269165185
3607,5810,834,42.25885661368589,QR,Travel,DE,18,0.298352929951921,0.0280356602198265
3775,8712,736,157.86446211770186,ATM,Clothing,TR,15,0.2233347518126788,0.0851441247267329
5228,2079,39,74.21163277352312,POS,Travel,FR,8,0.126671744581212,0.0389460517739498
7123,7326,634,61.98977106223085,Online,Electronics,FR,13,0.2111500904623991,0.1269322844750469
8243,3982,208,61.242617777445886,QR,Clothing,FR,12,0.252189127727205,0.1719110257425102
3468,9730,926,4694.7824965518885,ATM,Clothing,TR,10,0.7439633009801955,0.7354904263768639
1719,6314,596,14.582051688042997,QR,Food,UK,6,0.1116200518688349,0.1846111287243348
8396,352,229,135.55962267107878,POS,Clothing,DE,10,0.123213261417318,0.0420417939360929
3602,1837,693,173.78663394961723,Online,Travel,US,20,0.0111351985502658,0.1489037884082722
3611,9768,428,1767.0438087486596,Online,Grocery,UK,12,0.7968175729211681,0.8588041442927378
9585,4780,156,45.1673777199492,ATM,Clothing,TR,7,0.0423741803095691,0.0754984017330799
8889,9428,457,64.81566172540013,QR,Food,FR,16,0.2834046376373842,0.2862103305569924
8087,5571,387,96.59885546475608,ATM,Electronics,TR,7,0.0382725912416607,0.0171336362727333
9652,4205,2,107.81639577605512,POS,Travel,FR,11,0.0139195661620501,0.1587967561485303
7539,394,646,45.70387353551829,POS,Electronics,TR,10,0.0063225746738821,0.2068634276808327
697,6385,334,77.41869556469354,Online,Travel,DE,12,0.0143816535701781,0.2139667098843514
8408,3962,286,133.20264766527916,ATM,Clothing,DE,10,0.2468239783496111,0.0082665028764349
8215,2500,584,127.55883511785696,ATM,Travel,UK,13,0.1030134560355728,0.2794041354824195
6076,5339,990,94.581448169058,QR,Travel,UK,23,0.1753009528773082,0.2043086830230865
9997,3485,527,71.01212207997753,Online,Travel,TR,8,0.11920372223944,0.2622617990749514
5626,7933,678,1.0,Online,Clothing,US,23,0.1729431708093142,0.0270800279889265
1514,4394,70,138.16214244596904,QR,Electronics,DE,9,0.2505781129337305,0.0048175578135678
7939,7454,275,94.88671275080048,QR,Electronics,TR,14,0.2634147993161229,0.0621735719252478
4652,2000,59,73.86125258917181,POS,Food,UK,17,0.2833725399012542,0.0940319575916674
9183,3659,194,61.85296583339424,Online,Electronics,TR,7,0.0620838177532498,0.2482086943211388
2628,9687,366,3471.483867462464,Online,Electronics,FR,4,0.9523573817891174,0.7231294754993207
1690,5327,432,224.9100058987056,QR,Grocery,TR,6,0.0354355258822989,0.1528628148469528
9431,1857,259,157.4568524234267,POS,Food,FR,9,0.2000309525783097,0.0339168101611925
8139,2233,980,131.614960489165,ATM,Food,US,15,0.2368847634728791,0.0044052798091767
7488,4055,129,115.5308614233074,Online,Electronics,TR,17,0.1495559567012581,0.2514816978098157
5767,3703,529,128.59781609862495,POS,Clothing,DE,21,0.2064900276389415,0.029007230955448
8128,2154,386,163.19269199550604,Online,Grocery,TR,21,0.2049258651393475,0.2086548789186131
4901,3622,250,92.60918674621146,QR,Grocery,FR,22,0.2007448708849905,0.1969641424899754
2743,9213,859,37.42376228923278,QR,Clothing,US,6,0.2806519736160821,0.0555605144405069
6508,9913,820,22.168429062989272,QR,Clothing,NG,4,0.9739130666051022,0.9864180253436988
3293,3537,760,10.989491509203615,ATM,Travel,US,8,0.192743037935554,0.0251143009140729
6338,2966,299,81.78549520537945,ATM,Grocery,US,16,0.2183530186695617,0.0866950716605785
3151,6957,201,69.58008434510998,ATM,Travel,US,13,0.2262957014014115,0.1085501598841194
7085,3151,940,98.7644567465538,Online,Travel,UK,22,0.2373193426744393,0.2494950021039578
99,2909,26,111.9967638862463,QR,Grocery,UK,11,0.0599936841825377,0.0256737876753616
1068,8836,639,46.20670372555168,QR,Electronics,UK,18,0.2647885432457538,0.1274175756607314
720,7659,857,92.90370381965596,QR,Travel,US,22,0.1808676491619192,0.119203829158082
2275,8939,379,119.8045502429886,Online,Electronics,TR,13,0.0745374164327095,0.0133727707383069
4758,950,21,153.5289733789139,Online,Food,UK,7,0.0650247050464706,0.1366524985228819
405,5318,757,28.519266304026942,POS,Travel,UK,8,0.0414461923883877,0.0161877152965458
6019,7186,325,21.659924946525805,ATM,Travel,US,15,0.2609908362474721,0.1984801981795913
8812,9193,680,174.93461586641342,Online,Travel,TR,22,0.2153027617051334,0.0534742357888673
9222,4773,536,189.65571638037483,QR,Travel,FR,16,0.2910618904368476,0.035988373425351
8930,2486,572,122.92774870094608,ATM,Electronics,UK,16,0.146404585450523,0.2887428425016447
7430,5536,848,109.23794063942206,POS,Travel,FR,17,0.1328012607208497,0.2901189786049707
5201,8805,762,224.36003836961711,ATM,Electronics,DE,19,0.0906884912976171,0.1758820133793114
9027,8684,263,182.9664696557284,ATM,Electronics,DE,8,0.1900534314224938,0.2215369285073089
6101,2876,836,91.99788991346566,POS,Grocery,FR,8,0.1981996425695818,0.2934747243021994
2160,6085,852,190.1518931447176,QR,Clothing,US,12,0.0123756791154717,0.1920222309558511
3198,3361,562,146.30872633425685,POS,Clothing,FR,10,0.0380678740070055,0.0450699130138609
6285,1428,924,163.09835579981822,ATM,Food,FR,23,0.1758273505370521,0.1636406066834458
5682,4826,995,88.1428045281912,Online,Travel,UK,14,0.1661153924882015,0.2499253699062032
4167,5554,574,72.87450461426332,ATM,Electronics,US,13,0.0174423302096376,0.1832248324917264
2520,6994,828,180.31301903633369,ATM,Electronics,DE,19,0.2140717159670176,0.277508422004767
6211,6629,773,131.43771572639233,ATM,Electronics,FR,16,0.2379247991284574,0.1406525647309563
7805,3049,961,177.09861739193167,POS,Clothing,TR,8,0.2418095368798855,0.1070283082741769
3738,9195,794,147.60438854091373,POS,Clothing,FR,16,0.2718190467850523,0.2504864404846298
8618,9356,412,122.73444759768182,POS,Food,DE,12,0.2811469527224702,0.150066738609562
932,3522,89,102.2814664993932,ATM,Travel,DE,20,0.2499089896321429,0.0573715706954563
7371,8267,200,167.41877241690236,QR,Travel,DE,6,0.2966395651653856,0.095557486866788
1028,2042,111,65.66703954133408,ATM,Grocery,TR,10,0.1359034535262828,0.0570132867731368
6614,1691,339,46.34723851880367,ATM,Clothing,US,22,0.2624142121464868,0.0839692975577489
4387,4525,607,64.08234805846786,POS,Grocery,UK,18,0.1683218694282135,0.2655977248126571
564,4114,702,135.09688702383417,Online,Food,UK,9,0.0613112597677543,0.1241730762921351
9396,7134,148,159.4250507017353,QR,Grocery,DE,18,0.2576788752499196,0.2500677413399455
2871,2038,237,129.4751524938624,QR,Clothing,US,17,0.1222883929875463,0.2237707491368179
7147,3895,549,131.2207569466262,Online,Travel,TR,22,0.0236263876851224,0.2686147197116126
666,6056,862,101.00619514978536,QR,Travel,FR,11,0.242890265422768,0.1385549404608567
7220,4161,725,132.7395630834067,QR,Travel,FR,22,0.2821875259394227,0.0442896231620962
8852,2803,115,76.71485826704628,Online,Grocery,US,11,0.0143648025675981,0.2803070678511468
8354,8845,701,130.25576672694717,POS,Food,UK,11,0.141018221208792,0.2751314779408913
8223,6664,442,131.18485337789872,POS,Travel,FR,23,0.1262583472297594,0.2220098393458361
6697,785,419,99.60093978241476,QR,Food,UK,17,0.0520560797790127,0.2821092736642136
4655,6600,928,90.55342141659028,POS,Electronics,DE,16,0.0250368529398188,0.2441151542546875
318,909,800,129.601841290999,Online,Food,UK,14,0.2292955235209422,0.17794671970378
3530,9487,679,173.0621113623097,POS,Travel,DE,21,0.1765498051687695,0.1452223161545409
2027,2048,246,123.92651570749516,POS,Travel,UK,13,0.2167916564774439,0.2482579550605145
5597,3901,167,120.24328464818048,Online,Electronics,UK,20,0.0767138376013582,0.1634422362701145
8015,6497,312,67.40502030624785,POS,Electronics,US,13,0.0298188270448134,0.279267303322188
2162,5253,585,11.679107466351638,ATM,Grocery,US,6,0.0447609312101902,0.2981900382662754
8891,7760,180,169.0924017896541,POS,Electronics,FR,19,0.1309182615576565,0.0744050816623428
203,1848,510,110.93823683923854,QR,Travel,UK,17,0.0266136099378844,0.1034714963320437
5401,41,743,86.93499447155526,QR,Electronics,FR,10,0.1180778409644801,0.1270732597562344
9659,5754,528,135.92982616250185,ATM,Clothing,US,7,0.0600555501399258,0.0314570902220683
8822,9532,992,1448.430671905998,QR,Electronics,US,16,0.9452945804756766,0.7035269559781527
7870,7124,74,207.603667793103,ATM,Grocery,FR,22,0.035960178230241,0.2936904803718035
9404,5237,367,72.56418293258662,POS,Clothing,DE,6,0.2090857799131912,0.0095068660027178
8372,6467,575,108.31582546875616,POS,Grocery,DE,16,0.1266121357104099,0.0487156126133903
5024,2547,760,44.263837202249576,QR,Clothing,FR,23,0.1365079877507248,0.1810620119060209
1184,3171,717,87.40764473353245,QR,Electronics,FR,13,0.0094129724486464,0.1188906573838677
8216,4082,383,36.11998674158532,QR,Electronics,DE,9,0.1647326538513584,0.2163103884322934
5474,8053,563,9.277631636872556,POS,Electronics,UK,12,0.217441984209544,0.2607791091912501
8026,4922,237,36.25971923635617,Online,Travel,TR,14,0.0963113323336834,0.193389228513054
9720,3791,914,32.76553998750235,QR,Grocery,UK,11,0.210100751934306,0.1584412464257858
1122,7052,915,144.01877115272885,ATM,Grocery,DE,9,0.0787855770745026,0.2534380296027134
9052,3475,634,33.13787920405774,ATM,Clothing,FR,11,0.2906230388459459,0.2136245932190447
4725,4223,849,119.17762018535625,ATM,Food,US,20,0.1941529532233635,0.196368774660324
8743,4919,805,168.15241606383756,POS,Clothing,TR,20,0.2502268364987001,0.0776516590210486
864,9474,661,119.42926445163016,POS,Food,UK,23,0.2793481095007221,0.0458183010867983
2474,1572,481,83.15668974797332,POS,Electronics,UK,14,0.2695826024859295,0.2378553260212748
8415,2374,491,84.31356384700761,POS,Clothing,TR,7,0.2730984768017416,0.2626583489955872
7272,6858,945,64.60945995016593,Online,Food,UK,19,0.1508751613107045,0.0063299836067884
2733,6705,173,134.46348345626535,ATM,Grocery,US,13,0.1687279362425683,0.1137621717183043
1644,8033,869,107.2560166463802,Online,Food,UK,10,0.1579934977402275,0.2365477467807066
9985,6892,207,148.77351583687548,POS,Grocery,TR,11,0.1376418320542262,0.2344323383149211
866,6809,340,103.6036696068227,Online,Grocery,DE,6,0.0461984523625963,0.2474768579707124
3011,4125,913,50.712596274898495,Online,Grocery,US,19,0.1132206995624963,0.0353571411103072
1346,4194,574,113.09303296451368,Online,Grocery,FR,18,0.2105005838927701,0.1542811193585408
6483,6096,776,206.6092833403189,ATM,Travel,FR,7,0.2395935766123853,0.0664548001354833
844,7190,282,48.6198428413308,QR,Travel,US,6,0.2540033085355663,0.2298431701682495
4513,9761,664,1638.9288301705478,ATM,Clothing,NG,9,0.7834776122154645,0.7370050475348571
1546,3043,11,61.816268199891496,POS,Clothing,DE,8,0.2257562651380948,0.0100361275214097
2813,4873,479,1.0,ATM,Grocery,US,9,0.1362800834758209,0.1762036662988304
221,2597,25,33.754199028876826,POS,Clothing,DE,7,0.0269777092163052,0.0889808293965953
2227,7313,38,60.70589384625159,ATM,Electronics,DE,20,0.1356753447327689,0.2193291305301752
2004,9234,59,131.6024238560528,POS,Travel,TR,20,0.0167678180798145,0.0178788579355919
3892,8170,715,76.32718701726515,POS,Travel,TR,20,0.0536746341632433,0.1414095470633976
940,3312,19,122.19929107802648,ATM,Clothing,FR,23,0.0807634449821707,0.1600317820850722
3812,8434,349,92.217123085505,QR,Grocery,UK,23,0.1170685313791876,0.2849073652309653
1691,8058,424,122.59487930582355,POS,Electronics,UK,9,0.1758262402845157,0.0648755892648097
5098,1112,916,129.6266859793622,POS,Clothing,TR,7,0.2570619576871771,0.1073519689387393
6562,7193,228,93.4147577032694,Online,Travel,DE,23,0.1453656754483049,0.12509866242616
1577,9217,745,85.74621285471255,ATM,Food,UK,11,0.142495958875804,0.0913491450235279
1411,5219,731,160.5408629595999,POS,Food,FR,6,0.1660131188512072,0.0084504125671857
3505,295,262,117.74369014680232,ATM,Electronics,FR,14,0.2945062655276478,0.1478468360639719
3756,6617,71,197.35224042360144,Online,Food,UK,21,0.2085394944456455,0.1008375059192945
5350,5367,368,138.4220365663383,QR,Electronics,UK,21,0.0304095032673539,0.2198022210840444
9274,619,875,60.90765629883298,ATM,Grocery,UK,7,0.0631263039585397,0.0570499714085915
4581,6216,570,174.80822633834396,Online,Electronics,UK,17,0.2597281419257625,0.281448069574355
1351,6624,185,108.55507009663388,ATM,Clothing,UK,11,0.0354362211319936,0.2281569351080865
8083,6508,483,4.290666362959769,QR,Travel,FR,19,0.1996323860846875,0.1353377210862051
6940,8892,399,160.30429436998787,ATM,Food,UK,15,0.0180628284843872,0.050506209460526
2527,4385,918,58.14899517794424,ATM,Clothing,FR,20,0.0122803761794868,0.0703460212573186
2494,1483,823,185.70917333121685,ATM,Food,UK,20,0.252060787454548,0.0450689227168717
1015,2776,174,84.13254163017363,POS,Electronics,TR,18,0.2960177128305983,0.0983262580235281
7953,315,48,87.35416136403404,QR,Clothing,DE,13,0.1267692652365937,0.0452948498450566
3074,9743,219,10.0,POS,Travel,NG,17,0.7922943423120477,0.9320332381049132
5448,6322,973,122.80197941918472,QR,Travel,US,16,0.2733588512249668,0.2461866356998583
4719,1885,642,120.90944822144549,QR,Grocery,FR,23,0.287441483913354,0.150077344188173
5051,9389,791,59.63352985393,ATM,Travel,UK,19,0.2507626563351905,0.2055999879406667
9019,3699,133,152.51997679372195,POS,Electronics,FR,12,0.0035333441367752,0.1851838865589213
9575,2483,711,118.74240391664102,POS,Food,DE,23,0.2576021387303021,0.2470038983945225
8073,2508,29,175.9161412283657,POS,Travel,US,14,0.2037053368782354,0.2028521997654293
5557,2115,187,176.60818848042734,POS,Grocery,UK,21,0.1825480624784311,0.2347863742155212
6999,2209,934,1.0,ATM,Clothing,US,11,0.1415768865419726,0.0190764223044688
7667,2051,489,235.68098887644987,QR,Food,UK,20,0.2829967365474571,0.2691102071941897
8306,9075,117,44.81653645164049,POS,Food,TR,21,0.1406203220286827,0.1252735204310016
1409,112,806,71.66840376902789,QR,Electronics,DE,19,0.2826966840681135,0.0737801581369774
6,1919,829,166.2092618572779,Online,Travel,UK,12,0.1159059086426822,0.2237178434100433
3253,1159,378,67.63113646760169,QR,Food,FR,13,0.1547355611659108,0.1418809478899213
1961,8604,138,42.71308584739742,ATM,Electronics,TR,16,0.1981701603547654,0.1534495679359156
135,8490,752,186.90733791630697,POS,Clothing,US,8,0.0367258997117269,0.2071210141790947
3155,2866,765,118.1484646198334,QR,Food,US,7,0.1635214901778156,0.1294945877697291
